temp,feelslike,precip,snow,windspeed,visibility,month,day,hour,prev_day_avg_temp,is_weekend,Load
9.2,-5.4,0.0,0.0,11.3,9.9,1,1,0,9.2,0,6198.0
9.2,-5.6,0.0,0.0,11.6,9.9,1,1,1,9.2,0,6019.7
9.1,-6.0,0.0,0.0,12.0,9.9,1,1,2,9.1,0,5818.4
8.3,-6.2,0.0,0.0,10.7,9.9,1,1,3,8.3,0,5687.6
8.1,-5.6,0.0,0.0,9.7,9.9,1,1,4,8.1,0,5557.5
8.1,-7.3,0.0,0.0,12.1,9.9,1,1,5,8.1,0,5570.0
7.3,-6.4,0.0,0.0,9.3,9.9,1,1,6,7.3,0,5621.5
7.2,-8.1,0.0,0.0,11.4,9.9,1,1,7,7.2,0,5741.3
7.5,-6.4,0.0,0.0,11.58,9.9,1,1,8,7.5,0,5867.5
8.7,-5.9,0.0,0.0,11.76,9.9,1,1,9,8.7,0,6040.5
11.4,-3.2,0.0,0.0,11.940000000000001,9.9,1,1,10,11.4,0,6199.7
12.6,-2.1,0.0,0.0,12.120000000000001,9.9,1,1,11,12.6,0,6404.8
14.7,0.9,0.0,0.0,12.3,9.9,1,1,12,14.7,0,6496.7
15.8,2.1,0.0,0.0,12.7,9.9,1,1,13,15.8,0,6528.9
17.6,4.6,0.0,0.0,12.2,9.9,1,1,14,17.6,0,6600.1
18.6,7.7,0.0,0.0,9.1,9.9,1,1,15,18.6,0,6613.5
18.4,6.1,0.0,0.0,11.3,9.9,1,1,16,18.4,0,6654.1
18.2,6.8,0.0,0.0,9.8,9.9,1,1,17,18.2,0,6971.6
18.2,6.1,0.0,0.0,10.8,9.9,1,1,18,18.2,0,7125.9
17.3,8.0,0.0,0.0,6.7,9.9,1,1,19,17.3,0,7095.9
17.3,6.1,0.0,0.0,9.1,9.9,1,1,20,17.3,0,7008.2
17.1,7.4,0.0,0.0,7.2,9.9,1,1,21,17.1,0,6848.5
17.1,4.2,0.0,0.0,11.8,9.9,1,1,22,17.1,0,6655.5
16.0,2.2,0.0,0.0,12.7,9.9,1,1,23,16.0,0,6296.3
15.2,5.5,0.0,0.0,6.8,9.9,1,2,0,13.041666666666666,0,5993.0
15.2,1.9,0.0,0.0,11.5,9.9,1,2,1,13.041666666666666,0,5723.5
15.2,-0.5,0.0,0.0,16.3,9.9,1,2,2,13.041666666666666,0,5516.6
14.3,-0.9,0.0,0.0,14.5,9.9,1,2,3,13.041666666666666,0,5452.3
14.1,-0.1,0.0,0.0,12.5,9.9,1,2,4,13.041666666666666,0,5405.4
13.1,0.7,0.0,0.0,9.4,9.9,1,2,5,13.041666666666666,0,5511.5
13.0,-0.3,0.0,0.0,10.6,9.9,1,2,6,13.041666666666666,0,5906.6
13.1,0.4,0.0,0.0,9.9,9.9,1,2,7,13.041666666666666,0,6407.2
13.1,2.0,0.0,0.0,7.8,9.9,1,2,8,13.041666666666666,0,6859.9
14.4,-0.6,0.0,0.0,7.771428571428571,9.9,1,2,9,13.041666666666666,0,7072.6
16.5,4.6,0.0,0.0,7.742857142857143,9.9,1,2,10,13.041666666666666,0,7274.3
18.7,7.5,0.0,0.0,7.714285714285714,9.9,1,2,11,13.041666666666666,0,7341.5
21.3,10.3,0.0,0.0,7.685714285714285,9.9,1,2,12,13.041666666666666,0,7362.1
23.5,12.8,0.0,0.0,7.657142857142857,9.9,1,2,13,13.041666666666666,0,7309.6
25.2,15.9,0.0,0.0,7.628571428571428,9.9,1,2,14,13.041666666666666,0,7292.4
26.1,17.9,0.0,0.0,7.6,9.9,1,2,15,13.041666666666666,0,7254.0
25.2,15.3,0.0,0.0,10.1,9.9,1,2,16,13.041666666666666,0,7353.9
24.2,13.6,0.0,0.0,10.7,9.9,1,2,17,13.041666666666666,0,7597.8
24.0,14.5,0.0,0.0,8.8,9.9,1,2,18,13.041666666666666,0,7653.8
23.1,12.6,0.0,0.0,10.0,9.9,1,2,19,13.041666666666666,0,7535.1
21.5,9.9,0.0,0.0,11.4,9.9,1,2,20,13.041666666666666,0,7395.9
20.1,8.5,0.0,0.0,10.7,9.9,1,2,21,13.041666666666666,0,7210.2
19.3,9.5,0.0,0.0,8.0,9.9,1,2,22,13.041666666666666,0,6895.3
19.3,8.6,0.0,0.0,9.2,9.9,1,2,23,13.041666666666666,0,6482.9
18.8,7.6,0.0,0.0,9.7,9.9,1,3,0,18.695833333333333,0,6040.0
18.2,8.2,0.0,0.0,7.8,9.9,1,3,1,18.695833333333333,0,5716.5
18.7,9.6,0.0,0.0,6.8,9.9,1,3,2,18.695833333333333,0,5521.9
17.0,6.4,0.0,0.0,8.4,9.9,1,3,3,18.695833333333333,0,5389.4
17.0,5.3,0.0,0.0,9.9,9.9,1,3,4,18.695833333333333,0,5375.9
16.5,7.5,0.0,0.0,6.2,9.9,1,3,5,18.695833333333333,0,5481.3
16.8,16.8,0.0,0.0,2.1,9.9,1,3,6,18.695833333333333,0,5864.5
16.5,9.4,0.0,0.0,4.6,9.9,1,3,7,18.695833333333333,0,6427.5
16.8,16.8,0.0,0.0,2.9,9.9,1,3,8,18.695833333333333,0,6816.9
18.4,9.9,0.0,0.0,6.1,9.9,1,3,9,18.695833333333333,0,7057.9
19.9,14.3,0.0,0.0,3.9,9.9,1,3,10,18.695833333333333,0,7195.1
22.4,17.4,0.0,0.0,3.6,9.9,1,3,11,18.695833333333333,0,7192.7
25.3,25.3,0.0,0.0,1.3,9.9,1,3,12,18.695833333333333,0,7200.2
27.2,27.2,0.0,0.0,0.0,9.9,1,3,13,18.695833333333333,0,7149.2
28.9,24.6,0.0,0.0,3.9,9.9,1,3,14,18.695833333333333,0,7127.3
29.0,29.0,0.0,0.0,2.3,9.9,1,3,15,18.695833333333333,0,7093.1
29.2,29.2,0.0,0.0,1.6,9.9,1,3,16,18.695833333333333,0,7192.7
28.1,21.1,0.0,0.0,6.7,9.9,1,3,17,18.695833333333333,0,7375.3
27.0,27.0,0.0,0.0,2.7,9.9,1,3,18,18.695833333333333,0,7445.4
27.2,21.4,0.0,0.0,5.0,9.9,1,3,19,18.695833333333333,0,7310.7
28.0,28.0,0.0,0.0,1.6,9.9,1,3,20,18.695833333333333,0,7132.4
29.0,22.9,0.0,0.0,5.8,9.9,1,3,21,18.695833333333333,0,6913.1
27.8,21.8,0.0,0.0,5.4,9.9,1,3,22,18.695833333333333,0,6650.5
28.5,21.5,0.0,0.0,6.7,9.9,1,3,23,18.695833333333333,0,6268.2
28.6,21.7,0.0,0.0,6.5,9.9,1,4,0,23.008333333333336,0,5826.4
28.0,19.9,0.0,0.0,8.1,9.9,1,4,1,23.008333333333336,0,5544.5
28.1,18.8,0.0,0.0,10.2,9.9,1,4,2,23.008333333333336,0,5324.7
28.1,18.9,0.0,0.0,10.0,9.9,1,4,3,23.008333333333336,0,5204.8
28.1,17.7,0.0,0.0,12.5,9.9,1,4,4,23.008333333333336,0,5176.5
27.3,15.4,0.0,0.0,15.5,9.9,1,4,5,23.008333333333336,0,5288.5
24.5,13.7,0.0,0.0,11.4,9.9,1,4,6,23.008333333333336,0,5613.0
24.0,11.5,0.0,0.0,14.6,9.9,1,4,7,23.008333333333336,0,5994.4
24.1,11.7,0.0,0.0,14.2,9.9,1,4,8,23.008333333333336,0,6446.5
22.0,9.05,0.0,0.0,18.35,9.9,1,4,9,23.008333333333336,0,6835.7
22.0,6.4,0.0,0.0,18.35,9.9,1,4,10,23.008333333333336,0,7075.4
23.3,7.3500000000000005,0.0,0.0,18.35,9.9,1,4,11,23.008333333333336,0,7184.3
23.4,8.3,0.0,0.0,18.35,9.9,1,4,12,23.008333333333336,0,7293.5
24.0,6.9,0.0,0.0,18.35,9.9,1,4,13,23.008333333333336,0,7275.5
23.5,11.1,0.0,0.0,14.0,9.9,1,4,14,23.008333333333336,0,7220.6
23.3,10.149999999999999,0.0,0.0,16.3,9.9,1,4,15,23.008333333333336,0,7190.2
24.4,9.2,0.0,0.0,18.35,9.9,1,4,16,23.008333333333336,0,7160.4
25.3,10.8,0.0,0.0,18.35,9.9,1,4,17,23.008333333333336,0,7323.9
25.9,10.8,0.0,0.0,18.35,9.9,1,4,18,23.008333333333336,0,7432.4
25.9,10.75,0.0,0.0,15.6,9.9,1,4,19,23.008333333333336,0,7273.7
24.2,10.7,0.0,0.0,17.2,9.9,1,4,20,23.008333333333336,0,7142.6
23.3,9.2,0.0,0.0,18.1,9.9,1,4,21,23.008333333333336,0,6926.9
21.9,8.5,0.0,0.0,15.5,9.9,1,4,22,23.008333333333336,0,6686.4
21.0,5.8,0.0,0.0,18.35,9.9,1,4,23,23.008333333333336,0,6334.4
19.1,4.4,0.0,0.0,16.8,9.9,1,5,0,24.758333333333336,0,5991.4
17.2,1.5,0.0,0.0,17.6,9.9,1,5,1,24.758333333333336,0,5721.0
15.4,-0.9,0.0,0.0,17.7,9.9,1,5,2,24.758333333333336,0,5571.8
14.1,-3.3,0.0,0.0,18.35,9.9,1,5,3,24.758333333333336,0,5468.6
12.9,-4.4,0.0,0.0,18.35,9.9,1,5,4,24.758333333333336,0,5483.8
12.0,-8.5,0.0,0.0,18.35,9.9,1,5,5,24.758333333333336,0,5590.0
11.1,-6.6,0.0,0.0,18.1,9.9,1,5,6,24.758333333333336,0,5887.7
10.1,-6.8,0.0,0.0,15.7,9.9,1,5,7,24.758333333333336,0,6405.1
9.4,-8.6,0.0,0.0,17.5,9.9,1,5,8,24.758333333333336,0,6812.4
9.6,-7.3,0.0,0.0,15.5,9.9,1,5,9,24.758333333333336,0,7105.2
11.4,-6.1,0.0,0.0,17.8,9.9,1,5,10,24.758333333333336,0,7354.7
12.3,-5.2,0.0,0.0,18.3,9.9,1,5,11,24.758333333333336,0,7468.2
13.7,-3.2,0.0,0.0,18.1,9.9,1,5,12,24.758333333333336,0,7522.4
14.8,-3.1,0.0,0.0,18.35,9.9,1,5,13,24.758333333333336,0,7531.7
15.7,-0.3,0.0,0.0,17.2,9.9,1,5,14,24.758333333333336,0,7473.0
15.9,-1.6,0.0,0.0,18.35,9.9,1,5,15,24.758333333333336,0,7492.1
16.5,1.8,0.0,0.0,14.8,9.9,1,5,16,24.758333333333336,0,7533.5
15.5,0.9,0.0,0.0,14.1,9.9,1,5,17,24.758333333333336,0,7720.4
14.8,1.1,0.0,0.0,12.0,9.9,1,5,18,24.758333333333336,0,7831.5
14.4,-1.6,0.0,0.0,16.5,9.9,1,5,19,24.758333333333336,0,7687.4
13.4,-4.2,0.0,0.0,18.35,9.9,1,5,20,24.758333333333336,0,7533.0
12.1,-4.5,0.0,0.0,16.3,9.9,1,5,21,24.758333333333336,0,7380.2
11.4,-6.1,0.0,0.0,17.9,9.9,1,5,22,24.758333333333336,0,7118.1
11.1,-5.4,0.0,0.0,15.3,9.9,1,5,23,24.758333333333336,0,6830.8
10.3,-5.74,0.0,0.0,13.1,9.9,1,6,0,13.495833333333332,1,6453.4
10.3,-6.08,0.0,0.0,14.6,9.9,1,6,1,13.495833333333332,1,6127.4
9.4,-6.42,0.0,0.0,15.0,9.9,1,6,2,13.495833333333332,1,5925.7
9.2,-6.76,0.0,0.0,14.0,9.9,1,6,3,13.495833333333332,1,5796.1
9.2,-7.1,0.0,0.0,14.1,9.9,1,6,4,13.495833333333332,1,5730.4
9.1,-7.4,0.0,0.0,14.3,9.9,1,6,5,13.495833333333332,1,5741.8
8.3,-2.0,0.0,0.0,6.0,9.9,1,6,6,13.495833333333332,1,5827.0
8.1,-9.0,0.0,0.0,14.9,9.9,1,6,7,13.495833333333332,1,6069.6
8.3,-6.8,0.0,0.0,11.6,9.9,1,6,8,13.495833333333332,1,6259.7
9.0,-7.3,0.0,0.0,13.9,9.9,1,6,9,13.495833333333332,1,6534.4
9.6,-8.6,0.0,0.0,18.2,9.9,1,6,10,13.495833333333332,1,6757.9
10.8,-7.2,0.0,0.0,18.35,9.9,1,6,11,13.495833333333332,1,6928.5
11.7,-4.9,0.0,0.0,16.0,9.9,1,6,12,13.495833333333332,1,7019.9
12.5,-4.1,0.0,0.0,16.4,9.9,1,6,13,13.495833333333332,1,7055.0
12.7,-2.4,0.0,0.0,13.6,9.9,1,6,14,13.495833333333332,1,7034.1
12.7,-4.5,0.0,0.0,17.9,9.9,1,6,15,13.495833333333332,1,7057.9
12.7,-2.5,0.0,0.0,13.7,9.9,1,6,16,13.495833333333332,1,7075.9
11.6,-5.8,0.0,0.0,17.6,9.9,1,6,17,13.495833333333332,1,7313.0
11.2,-3.8,0.0,0.0,12.8,9.9,1,6,18,13.495833333333332,1,7512.1
10.3,-5.2,0.0,0.0,13.2,9.9,1,6,19,13.495833333333332,1,7440.2
9.2,-7.0,0.0,0.0,14.0,9.9,1,6,20,13.495833333333332,1,7358.0
8.5,-8.4,0.0,0.0,14.9,9.9,1,6,21,13.495833333333332,1,7243.6
8.3,-8.7,0.0,0.0,14.8,9.9,1,6,22,13.495833333333332,1,7073.3
7.5,-7.1,0.0,0.0,10.6,9.9,1,6,23,13.495833333333332,1,6809.2
7.3,-8.7,0.0,0.0,12.7,9.9,1,7,0,10.020833333333334,1,6504.0
6.6,-9.3,0.0,0.0,12.2,9.9,1,7,1,10.020833333333334,1,6197.4
6.6,-10.1,0.0,0.0,13.5,9.9,1,7,2,10.020833333333334,1,6019.5
6.4,-9.5,0.0,0.0,12.1,9.9,1,7,3,10.020833333333334,1,5865.9
6.2,-8.6,0.0,0.0,10.5,9.9,1,7,4,10.020833333333334,1,5785.1
5.5,-8.1,0.0,0.0,8.7,9.9,1,7,5,10.020833333333334,1,5765.9
5.5,-6.9,0.0,0.0,7.4,9.9,1,7,6,10.020833333333334,1,5832.8
5.3,-6.2,0.0,0.0,6.5,9.9,1,7,7,10.020833333333334,1,5996.0
5.5,-6.6,0.0,0.0,7.1,9.9,1,7,8,10.020833333333334,1,6200.6
6.7,-5.4,0.0,0.0,7.4,9.9,1,7,9,10.020833333333334,1,6426.6
8.4,2.2,0.0,0.0,3.2,9.9,1,7,10,10.020833333333334,1,6625.9
117.5,3.7,0.0,0.0,5.3,9.9,1,7,11,10.020833333333334,1,6806.9
12.5,5.199999999999999,0.0,0.0,3.9,9.9,1,7,12,10.020833333333334,1,6859.1
14.4,6.699999999999999,0.0,0.0,6.7,9.9,1,7,13,10.020833333333334,1,6886.1
16.3,8.2,0.0,0.0,5.3,9.9,1,7,14,10.020833333333334,1,6861.6
17.1,8.0,0.0,0.0,6.4,9.9,1,7,15,10.020833333333334,1,6863.9
17.1,7.3,0.0,0.0,7.3,9.9,1,7,16,10.020833333333334,1,6920.9
17.3,7.5,0.0,0.0,7.3,9.9,1,7,17,10.020833333333334,1,7192.7
17.3,4.9,0.0,0.0,10.9,9.9,1,7,18,10.020833333333334,1,7368.0
17.3,7.0,0.0,0.0,7.9,9.9,1,7,19,10.020833333333334,1,7336.7
18.0,6.0,0.0,0.0,10.5,9.9,1,7,20,10.020833333333334,1,7244.6
18.0,7.7,0.0,0.0,8.1,9.9,1,7,21,10.020833333333334,1,7048.9
17.3,6.0,0.0,0.0,9.2,9.9,1,7,22,10.020833333333334,1,6834.3
17.1,3.6,0.0,0.0,12.7,9.9,1,7,23,10.020833333333334,1,6450.6
17.3,5.3,0.0,0.0,10.3,9.9,1,8,0,16.133333333333333,0,6064.9
17.8,10.1,0.0,0.0,5.3,9.9,1,8,1,16.133333333333333,0,5792.4
18.2,7.1,0.0,0.0,9.3,9.9,1,8,2,16.133333333333333,0,5685.4
19.1,8.6,0.0,0.0,8.8,9.9,1,8,3,16.133333333333333,0,5515.9
19.9,9.6,0.0,0.0,8.7,9.9,1,8,4,16.133333333333333,0,5522.2
19.1,9.9,0.0,0.0,7.2,9.9,1,8,5,16.133333333333333,0,5606.8
18.9,10.1,0.0,0.0,6.6,9.9,1,8,6,16.133333333333333,0,5939.6
19.9,10.1,0.0,0.0,8.1,9.9,1,8,7,16.133333333333333,0,6471.9
20.3,12.2,0.0,0.0,6.1,9.9,1,8,8,16.133333333333333,0,6822.9
21.5,13.0,0.0,0.0,6.9,9.9,1,8,9,16.133333333333333,0,7056.5
22.8,13.5,0.0,0.0,8.3,9.9,1,8,10,16.133333333333333,0,7281.6
24.2,15.9,0.0,0.0,7.2,9.9,1,8,11,16.133333333333333,0,7381.3
25.9,19.2,0.0,0.0,5.8,9.9,1,8,12,16.133333333333333,0,7400.5
26.8,18.4,0.0,0.0,8.3,9.9,1,8,13,16.133333333333333,0,7387.4
28.1,20.0,0.0,0.0,8.2,9.9,1,8,14,16.133333333333333,0,7382.9
29.9,20.2,0.0,0.0,12.1,9.9,1,8,15,16.133333333333333,0,7317.7
30.1,23.7,0.0,0.0,6.4,9.9,1,8,16,16.133333333333333,0,7359.5
29.2,22.5,0.0,0.0,6.6,9.9,1,8,17,16.133333333333333,0,7534.4
29.2,21.4,0.0,0.0,8.0,9.9,1,8,18,16.133333333333333,0,7548.0
29.9,22.8,0.0,0.0,7.3,9.9,1,8,19,16.133333333333333,0,7357.6
117.5,21.3,0.0,0.0,9.8,9.9,1,8,20,16.133333333333333,0,7259.9
30.1,20.2,0.0,0.0,12.4,9.9,1,8,21,16.133333333333333,0,6994.2
30.8,23.8,0.0,0.0,7.4,9.9,1,8,22,16.133333333333333,0,6656.6
31.4,22.5,0.0,0.0,10.8,9.9,1,8,23,16.133333333333333,0,6211.8
31.1,24.0,0.0,0.0,7.5,9.9,1,9,0,28.245833333333334,0,5769.2
30.8,24.2,0.0,0.0,6.9,9.9,1,9,1,28.245833333333334,0,5424.8
30.2,21.7,0.0,0.0,9.6,9.9,1,9,2,28.245833333333334,0,5235.0
30.4,22.4,0.0,0.0,8.7,9.9,1,9,3,28.245833333333334,0,5141.8
31.8,26.1,0.0,0.0,5.8,9.9,1,9,4,28.245833333333334,0,5090.2
32.2,25.2,0.0,0.0,7.9,9.9,1,9,5,28.245833333333334,0,5208.2
32.2,25.1,0.0,0.0,8.1,9.9,1,9,6,28.245833333333334,0,5546.7
31.9,25.1,0.0,0.0,7.4,9.9,1,9,7,28.245833333333334,0,6133.8
32.4,26.2,0.0,0.0,6.6,9.9,1,9,8,28.245833333333334,0,6523.5
34.3,27.8,0.0,0.0,7.8,9.9,1,9,9,28.245833333333334,0,6669.7
37.3,29.6,0.0,0.0,11.7,9.9,1,9,10,28.245833333333334,0,6794.8
39.8,32.9,0.0,0.0,11.4,9.9,1,9,11,28.245833333333334,0,6777.4
42.2,35.7,0.0,0.0,11.7,9.9,1,9,12,28.245833333333334,0,6766.5
42.9,34.9,0.0,0.0,17.2,9.9,1,9,13,28.245833333333334,0,6728.3
42.9,36.8,0.0,0.0,11.1,9.9,1,9,14,28.245833333333334,0,6697.5
43.1,37.4,0.0,0.0,10.2,9.9,1,9,15,28.245833333333334,0,6667.4
42.3,36.1,0.0,0.0,11.0,9.9,1,9,16,28.245833333333334,0,6769.1
40.7,33.9,0.0,0.0,11.7,9.9,1,9,17,28.245833333333334,0,6916.1
39.6,33.9,0.0,0.0,8.5,9.9,1,9,18,28.245833333333334,0,7046.7
38.7,31.0,0.0,0.0,12.8,9.9,1,9,19,28.245833333333334,0,6843.9
37.1,30.8,0.0,0.0,8.5,9.9,1,9,20,28.245833333333334,0,6724.1
36.9,34.4,0.0,0.0,3.3,9.9,1,9,21,28.245833333333334,0,6510.6
35.8,31.1,0.0,0.0,5.6,9.9,1,9,22,28.245833333333334,0,6234.8
34.9,28.5,0.0,0.0,7.9,9.9,1,9,23,28.245833333333334,0,5850.8
33.9,28.3,0.0,0.0,6.3,9.9,1,10,0,36.3125,0,5416.5
33.2,29.6,0.0,0.0,3.9,9.9,1,10,1,36.3125,0,5135.0
32.4,28.4,0.0,0.0,4.1,9.9,1,10,2,36.3125,0,4972.0
30.9,30.9,0.0,0.0,2.1,9.9,1,10,3,36.3125,0,4906.9
29.6,26.1,0.0,0.0,3.4,9.9,1,10,4,36.3125,0,4892.5
29.8,29.8,0.0,0.0,2.8,9.9,1,10,5,36.3125,0,4974.7
29.9,25.8,0.0,0.0,3.9,9.9,1,10,6,36.3125,0,5334.1
29.2,24.7,0.0,0.0,4.0,9.9,1,10,7,36.3125,0,5930.3
29.7,23.4,0.0,0.0,6.1,9.9,1,10,8,36.3125,0,6337.5
32.4,28.7,0.0,0.0,3.9,9.9,1,10,9,36.3125,0,6587.8
33.9,30.1,0.0,0.0,4.2,9.9,1,10,10,36.3125,0,6660.5
36.0,32.4,0.0,0.0,4.3,9.9,1,10,11,36.3125,0,6708.7
37.7,37.7,0.0,0.0,2.1,9.9,1,10,12,36.3125,0,6704.7
38.6,32.9,0.0,0.0,8.0,9.9,1,10,13,36.3125,0,6676.8
38.6,33.7,0.0,0.0,6.6,9.9,1,10,14,36.3125,0,6642.6
39.4,35.0,0.0,0.0,6.1,9.9,1,10,15,36.3125,0,6619.5
38.5,32.8,0.0,0.0,8.1,9.9,1,10,16,36.3125,0,6680.4
37.5,33.6,0.0,0.0,4.9,9.9,1,10,17,36.3125,0,6929.3
37.7,33.3,0.0,0.0,5.6,9.9,1,10,18,36.3125,0,7010.7
37.7,34.7,0.0,0.0,3.9,9.9,1,10,19,36.3125,0,6808.9
39.1,36.2,0.0,0.0,4.2,9.9,1,10,20,36.3125,0,6641.0
39.4,36.1,0.0,0.0,4.6,9.9,1,10,21,36.3125,0,6369.7
40.3,36.1,0.0,0.0,5.9,9.9,1,10,22,36.3125,0,6081.4
40.1,36.7,0.0,0.0,4.9,9.9,1,10,23,36.3125,0,5696.4
40.7,37.5,0.0,0.0,4.6,9.9,1,11,0,35.229166666666664,0,5290.9
41.7,39.3,0.0,0.0,3.9,9.9,1,11,1,35.229166666666664,0,4915.1
41.2,41.2,0.0,0.0,0.0,9.9,1,11,2,35.229166666666664,0,4790.3
41.1,41.1,0.0,0.0,2.1,9.9,1,11,3,35.229166666666664,0,4673.6
40.2,37.6,0.0,0.0,3.9,9.9,1,11,4,35.229166666666664,0,4645.3
39.8,37.4,0.0,0.0,3.7,9.9,1,11,5,35.229166666666664,0,4731.0
40.1,40.1,0.0,0.0,1.3,9.9,1,11,6,35.229166666666664,0,5079.8
40.5,40.5,0.0,0.0,1.3,9.9,1,11,7,35.229166666666664,0,5730.0
40.7,40.7,0.0,0.0,2.1,9.9,1,11,8,35.229166666666664,0,6105.2
42.6,40.7,0.0,0.0,3.6,9.9,1,11,9,35.229166666666664,0,6350.9
43.5,43.5,0.0,0.0,1.8,9.9,1,11,10,35.229166666666664,0,6507.0
43.9,42.4,0.0,0.0,3.4,9.9,1,11,11,35.229166666666664,0,6522.8
46.2,44.4,0.0,0.0,4.1,9.9,1,11,12,35.229166666666664,0,6520.2
48.2,48.2,0.0,0.0,1.6,9.9,1,11,13,35.229166666666664,0,6487.0
49.4,48.2,0.0,0.0,3.9,9.9,1,11,14,35.229166666666664,0,6470.6
49.6,49.1,0.0,0.0,3.1,9.9,1,11,15,35.229166666666664,0,6455.6
51.2,51.2,0.0,0.0,1.3,9.9,1,11,16,35.229166666666664,0,6520.4
47.8,46.4,0.0,0.0,3.9,9.9,1,11,17,35.229166666666664,0,6675.9
46.8,43.5,0.0,0.0,6.6,9.9,1,11,18,35.229166666666664,0,6738.1
45.1,43.5,0.0,0.0,3.6,9.9,1,11,19,35.229166666666664,0,6563.9
46.8,43.1,0.0,0.0,7.6,9.9,1,11,20,35.229166666666664,0,6363.5
45.2,41.0,0.0,0.0,7.7,9.9,1,11,21,35.229166666666664,0,6147.5
46.7,44.8,0.0,0.0,4.3,9.9,1,11,22,35.229166666666664,0,5861.2
47.4,45.8,0.0,0.0,4.2,9.9,1,11,23,35.229166666666664,0,5479.7
47.7,47.7,0.0,0.0,2.3,9.9,1,12,0,44.43333333333334,0,5077.6
46.0,44.2,0.0,0.0,4.1,9.9,1,12,1,44.43333333333334,0,4784.7
45.2,42.0,0.0,0.0,5.8,9.9,1,12,2,44.43333333333334,0,4586.8
42.7,39.5,0.0,0.0,5.2,9.9,1,12,3,44.43333333333334,0,4486.8
44.6,41.5,0.0,0.0,5.6,9.9,1,12,4,44.43333333333334,0,4454.6
49.3,47.6,0.0,0.0,4.7,9.9,1,12,5,44.43333333333334,0,4550.2
56.6,56.6,0.0,0.0,9.2,9.9,1,12,6,44.43333333333334,0,4923.7
55.5,55.5,0.0,0.0,10.6,9.9,1,12,7,44.43333333333334,0,5474.3
54.9,54.9,0.0,0.0,16.2,9.9,1,12,8,44.43333333333334,0,5914.5
56.2,56.2,0.0,0.0,9.9,9.9,1,12,9,44.43333333333334,0,6212.2
57.5,57.5,0.0,0.0,11.1,9.9,1,12,10,44.43333333333334,0,6371.3
59.5,59.5,0.0,0.0,10.7,9.9,1,12,11,44.43333333333334,0,6448.3
60.8,60.8,0.0,0.0,11.5,9.9,1,12,12,44.43333333333334,0,6519.5
61.2,61.2,0.0,0.0,11.2,9.9,1,12,13,44.43333333333334,0,6464.5
60.6,60.6,0.0,0.0,8.7,9.9,1,12,14,44.43333333333334,0,6473.2
58.5,58.5,0.0,0.0,7.6,9.9,1,12,15,44.43333333333334,0,6430.2
57.6,57.6,0.0,0.0,10.8,9.9,1,12,16,44.43333333333334,0,6481.1
59.1,59.1,0.0,0.0,7.9,9.9,1,12,17,44.43333333333334,0,6574.4
57.6,57.6,0.0,0.0,6.6,9.9,1,12,18,44.43333333333334,0,6562.2
56.9,56.9,0.0,0.0,5.2,9.9,1,12,19,44.43333333333334,0,6351.6
55.1,55.1,0.0,0.0,5.8,9.9,1,12,20,44.43333333333334,0,6144.9
54.5,54.5,0.0,0.0,5.4,9.9,1,12,21,44.43333333333334,0,5906.0
53.6,53.6,0.0,0.0,7.6,9.9,1,12,22,44.43333333333334,0,5681.0
55.7,55.7,0.0,0.0,9.7,9.9,1,12,23,44.43333333333334,0,5385.9
56.4,56.4,0.0,0.0,8.1,9.9,1,13,0,54.45416666666667,1,5033.1
56.0,56.0,0.0,0.0,8.2,9.9,1,13,1,54.45416666666667,1,4744.4
55.1,55.1,0.0,0.0,6.9,9.9,1,13,2,54.45416666666667,1,4548.4
54.1,54.1,0.0,0.0,7.1,9.9,1,13,3,54.45416666666667,1,4434.2
53.2,53.2,0.0,0.0,10.9,9.9,1,13,4,54.45416666666667,1,4365.1
53.0,53.0,0.0,0.0,9.6,9.9,1,13,5,54.45416666666667,1,4373.5
55.8,55.8,0.0,0.0,8.7,9.9,1,13,6,54.45416666666667,1,4475.6
43.7,37.6,0.0,0.0,11.6,9.9,1,13,7,54.45416666666667,1,4690.7
36.0,27.0,0.0,0.0,14.3,9.9,1,13,8,54.45416666666667,1,4975.5
29.9,17.8,0.0,0.0,18.3,9.9,1,13,9,54.45416666666667,1,5312.5
28.6,16.2,0.0,0.0,17.9,9.9,1,13,10,54.45416666666667,1,5557.5
28.9,17.0,0.0,0.0,17.0,9.9,1,13,11,54.45416666666667,1,5717.1
30.6,19.3,0.0,0.0,16.6,9.9,1,13,12,54.45416666666667,1,5770.3
32.5,22.2,0.0,0.0,15.1,9.9,1,13,13,54.45416666666667,1,5779.9
33.5,23.3,0.0,0.0,15.6,9.9,1,13,14,54.45416666666667,1,5754.3
33.3,23.4,0.0,0.0,14.5,9.9,1,13,15,54.45416666666667,1,5745.4
31.3,21.9,0.0,0.0,12.0,9.9,1,13,16,54.45416666666667,1,5797.4
28.3,15.7,0.0,0.0,18.2,9.9,1,13,17,54.45416666666667,1,6031.6
25.5,13.4,0.0,0.0,14.6,9.9,1,13,18,54.45416666666667,1,6268.6
24.4,12.0,0.0,0.0,14.5,9.9,1,13,19,54.45416666666667,1,6275.4
23.3,10.9,0.0,0.0,13.8,9.9,1,13,20,54.45416666666667,1,6207.9
22.1,11.4,0.0,0.0,10.1,9.9,1,13,21,54.45416666666667,1,6110.5
21.0,10.6,0.0,0.0,9.3,9.9,1,13,22,54.45416666666667,1,5983.7
